group,latitude,longitude,zone_id,zone_name,color
1,50.6699187299341,4.5954179763793945,1,Bois de Lauzelle,#440154FF
1,50.670952287778775,4.598078727722168,1,Bois de Lauzelle,#440154FF
1,50.67182263463033,4.600653648376465,1,Bois de Lauzelle,#440154FF
1,50.672665767754964,4.603872299194336,1,Bois de Lauzelle,#440154FF
1,50.67350888573612,4.606447219848633,1,Bois de Lauzelle,#440154FF
1,50.67413441509774,4.607563018798828,1,Bois de Lauzelle,#440154FF
1,50.675222272393484,4.608592987060547,1,Bois de Lauzelle,#440154FF
1,50.67720754696546,4.610695838928223,1,Bois de Lauzelle,#440154FF
1,50.67892079861134,4.611768722534179,1,Bois de Lauzelle,#440154FF
1,50.68115065152067,4.613914489746094,1,Bois de Lauzelle,#440154FF
1,50.68172169437072,4.614086151123047,1,Bois de Lauzelle,#440154FF
1,50.68270060880408,4.613184928894043,1,Bois de Lauzelle,#440154FF
1,50.68240149822713,4.611768722534179,1,Bois de Lauzelle,#440154FF
1,50.68166730963675,4.609065055847168,1,Bois de Lauzelle,#440154FF
1,50.68166730963675,4.6067047119140625,1,Bois de Lauzelle,#440154FF
1,50.68180327135346,4.604430198669434,1,Bois de Lauzelle,#440154FF
1,50.68218396206454,4.602928161621094,1,Bois de Lauzelle,#440154FF
1,50.682564649687286,4.601125717163086,1,Bois de Lauzelle,#440154FF
1,50.682863759224254,4.598422050476074,1,Bois de Lauzelle,#440154FF
1,50.68343478122783,4.59653377532959,1,Bois de Lauzelle,#440154FF
1,50.685773179793095,4.595632553100586,1,Bois de Lauzelle,#440154FF
1,50.68571879975467,4.593915939331055,1,Bois de Lauzelle,#440154FF
1,50.6846855670496,4.590911865234375,1,Bois de Lauzelle,#440154FF
1,50.68479432945845,4.58554744720459,1,Bois de Lauzelle,#440154FF
1,50.688301781975376,4.581556320190429,1,Bois de Lauzelle,#440154FF
1,50.68917180712749,4.578380584716797,1,Bois de Lauzelle,#440154FF
1,50.68843772446894,4.576621055603027,1,Bois de Lauzelle,#440154FF
1,50.68658887280626,4.576449394226074,1,Bois de Lauzelle,#440154FF
1,50.68528375717835,4.576663970947265,1,Bois de Lauzelle,#440154FF
1,50.68085153106407,4.577951431274414,1,Bois de Lauzelle,#440154FF
1,50.678839216617774,4.579281806945801,1,Bois de Lauzelle,#440154FF
1,50.67704437688028,4.581298828125,1,Bois de Lauzelle,#440154FF
1,50.67546703681043,4.582672119140625,1,Bois de Lauzelle,#440154FF
1,50.67310092731361,4.583702087402344,1,Bois de Lauzelle,#440154FF
1,50.672121812633776,4.5847320556640625,1,Bois de Lauzelle,#440154FF
1,50.67146905816806,4.588422775268555,1,Bois de Lauzelle,#440154FF
1,50.670571505957085,4.590010643005371,1,Bois de Lauzelle,#440154FF
1,50.66948354087614,4.590954780578613,1,Bois de Lauzelle,#440154FF
1,50.6699187299341,4.5954179763793945,1,Bois de Lauzelle,#440154FF
2,50.66575706941008,4.591298103332519,2,Hocaille,#472D7BFF
2,50.665158630371835,4.591512680053711,2,Hocaille,#472D7BFF
2,50.6644513744022,4.592499732971191,2,Hocaille,#472D7BFF
