group,latitude,longitude,zone_id,zone_name,color
1,50.670598704761076,4.597692489624023,1,Bois de Lauzelle,#440154FF
1,50.670598704761076,4.600610733032227,1,Bois de Lauzelle,#440154FF
1,50.672937742951866,4.607863426208495,1,Bois de Lauzelle,#440154FF
1,50.67399843116303,4.610481262207031,1,Bois de Lauzelle,#440154FF
1,50.67486872153785,4.61374282836914,1,Bois de Lauzelle,#440154FF
1,50.675902170400136,4.616961479187012,1,Bois de Lauzelle,#440154FF
1,50.67660925387972,4.618120193481444,1,Bois de Lauzelle,#440154FF
1,50.67783302703699,4.61700439453125,1,Bois de Lauzelle,#440154FF
1,50.67924712516732,4.614858627319336,1,Bois de Lauzelle,#440154FF
1,50.68003573830993,4.613356590270996,1,Bois de Lauzelle,#440154FF
1,50.681531347526104,4.614858627319336,1,Bois de Lauzelle,#440154FF
1,50.682564649687286,4.614429473876953,1,Bois de Lauzelle,#440154FF
1,50.68299971747444,4.6138715744018555,1,Bois de Lauzelle,#440154FF
1,50.68319005836287,4.613184928894043,1,Bois de Lauzelle,#440154FF
1,50.68302690907719,4.612069129943848,1,Bois de Lauzelle,#440154FF
1,50.68253745781666,4.61000919342041,1,Bois de Lauzelle,#440154FF
1,50.68226553824369,4.608721733093262,1,Bois de Lauzelle,#440154FF
1,50.68212957786633,4.60627555847168,1,Bois de Lauzelle,#440154FF
1,50.68223834619974,4.604473114013671,1,Bois de Lauzelle,#440154FF
1,50.682564649687286,4.603357315063477,1,Bois de Lauzelle,#440154FF
1,50.682863759224254,4.602241516113281,1,Bois de Lauzelle,#440154FF
1,50.683217249855346,4.6012115478515625,1,Bois de Lauzelle,#440154FF
1,50.68348916391335,4.599366188049316,1,Bois de Lauzelle,#440154FF
1,50.68381545870311,4.59803581237793,1,Bois de Lauzelle,#440154FF
1,50.684549613684055,4.597177505493164,1,Bois de Lauzelle,#440154FF
1,50.68522937657268,4.597048759460449,1,Bois de Lauzelle,#440154FF
1,50.68561003948874,4.596362113952637,1,Bois de Lauzelle,#440154FF
1,50.68601788918605,4.59477424621582,1,Bois de Lauzelle,#440154FF
